,source,text,type,category,label,English
69, Adrian Moraru,"„Costanda are de luat 125 milioane euro. (...)Firea minte când spune că asta reprezintă 20% din bugetul PMB. Bugetl PMB este de 2,1 miliarde euro. Deci 125 milioane reprezintă mai puțin de 6%.”", DECLARAȚII Electoral,Parțial Adevărat,1,"""Costanda has 125 million euros to take. (...) Nature lies when she says that this represents 20% of the PMB budget. PMB's budget is 2.1 billion euros. So 125 million is less than 6%. """
70, Mugur Cozmanciuc,"„Din cauza administrației social-democrate, județul nostru (n.r. județul Neamț) se situează pe locul 41 în ceea ce privește absorbția fondurilor europene.”", DECLARAȚII Finante,Fals,3,"""Due to the social-democratic administration, our county (n.r. Neamț county) ranks 41st in terms of absorption of European funds."""
71, George Șișcu,"„Majorarea pensiilor asigurată de guvernul PNL este mai mare decât a fost în stare PSD să asigure în perioada de creștere economică, când s-a aflat la guvernare și nu s-a confruntat cu o criză sanitară mondială, cu impact economic.”", DECLARAȚII Finante,Fals,3,"""The increase in pensions provided by the PNL government is higher than the PSD was able to ensure during the period of economic growth, when it was in power and did not face a global health crisis, with economic impact."""
72, Vergil Chițac,"„Uniunea Europeană cere tuturor orașelor din componență să aibă minimum 26 de mp de spațiu verde pe cap de locuitor. Pentru sănătatea oamenilor și igienizarea aerului. În Constanța, suntem la jumătatea acestei ținte, cu doar 13 mp/capita.”", DECLARAȚII Mediu,Parțial Adevărat,1,"""The European Union requires all cities to have at least 26 square meters of green space per capita. For human health and air sanitation. In Constanța, we are halfway to this target, with only 13 sqm / capita. ”"
73, Marcel Vela,„Nu este nici o premieră. Poate premieră este faptul că un ministru tratează cu fair-play și își delega atribuțiile din Comisia Tehnică ce se ocupă strict de problemele ce țin de organizarea alegerilor în relația cu prefecturile. [...] Faptul ca un ministru de Interne își delega unele atributii unui secretar de stat se practică.”, DECLARAȚII Electoral,Adevărat,0,"""It's not a premiere. Perhaps the first is the fact that a minister treats with fair play and delegates his attributions from the Technical Commission that deals strictly with the issues related to the organization of elections in relation to the prefectures. [...] The fact that a Minister of the Interior delegates some of his duties to a Secretary of State is practiced. ”"
74, Lucian Bode,"„În cele peste 9 luni de mandat am reușit să dăm ordinul de începere a peste 100 de km de autostrăzi, drumuri expres, variante ocolitoare.”", DECLARAȚII Transport,Fals,3,"""In the more than 9 months of our mandate, we managed to give the order to start over 100 km of highways, express roads, detours."""
75, Călin Popescu Tăriceanu,„În perioada mandatului meu (…) pensiile s-au dublat și salariile au crescut cu 60%.”, DECLARAȚII Social,Parțial Adevărat,1,"""During my term (…) pensions doubled and salaries increased by 60%."""
76, Vlad Bontea,"„O arată clar și fără dubiu un raport oficial al #UniuniiEuropene din care reiese că România are una dintre cele mai scăzute rate ale testării, simultan cu una dintre cele mai ridicate rate de pozitivare – noi cazuri de îmbolnăvire, constatate în urma testelor.”", DECLARAȚII Coronavirus,Parțial Adevărat,1,"""It is clearly and without a doubt shown by an official report of the #European Union which shows that Romania has one of the lowest rates of testing, simultaneously with one of the highest rates of positive - new cases of disease, found after the tests."""
77, Ludovic Orban,"„Au fost țări, Polonia și Croația de exemplu, care au organizat alegerile și asta nu a dus la o creștere a numărului de infectări.”", DECLARAȚII Coronavirus,Fals,3,"""There were countries, Poland and Croatia for example, that organized the elections and that did not lead to an increase in the number of infections."""
78, Marcel Ciolacu,"„Noi am plecat cu un deficit fără pandemie în lunile ianuarie, februarie și martie de 1,7. O să ajungem la un deficit record. Am depășit peste 100 de miliarde de împrumuturi”", DECLARAȚII Economie,Adevărat,0,"""We left with a pandemic-free deficit in January, February and March of 1.7. We will reach a record deficit. We have exceeded over 100 billion in loans """
79, Marian Oprișan,",,Prin acest ordin ( 3519/29 iulie 2020 ), valoarea de înlocuire pe metru pătrat a locuințelor ANL a fost stabilită, pentru 2020, la 2.996,00 lei/mp față 1.916,42 lei/mp cât era în 2019.”", DECLARAȚII Social,Trunchiat,2,"""By this order (3519/29 July 2020), the replacement value per square meter of ANL dwellings was set, for 2020, at 2,996.00 lei / sqm compared to 1,916.42 lei / sqm as it was in 2019."""
80, Victor Ponta,"„Am fost singurii care am votat în luna Martie împotriva acestui Guvern Orban PNL - daca este nevoie, vom lupta singuri mai departe!“", DECLARAȚII Social,Fals,3,"""We were the only ones who voted in March against this Orban PNL Government - if necessary, we will fight on our own!"""
81, Sorinel-Marian Vrăjitoru,"„Executivul nu mai poate da vina pe pandemie. La rectificarea din aprilie, cand s-a reconfigurat bugetul, ca urmare a pandemiei, Guvernul prevazuse banii pentru majorarea cu 40%.”", DECLARAȚII Social,Adevărat,0,"""The executive can no longer blame the pandemic. At the rectification in April, when the budget was reconfigured, as a result of the pandemic, the Government had provided the money for the increase by 40%. """
82, Ludovic Orban,"„Minciuna gogonată privitoare la salariul net, că a scăzut salariul net. Păi depinde cum compari; dacă compari mere cu pere, niciodată nu se face comparație - o lună din an raportată la luna decembrie.(...)Calculul se face lună la lună; luna iunie a anului 2020 raportat la luna iunie a anului 2019. Dacă facem această comparație - și este foarte important pentru oameni să știe - în România salariul mediu net în iunie 2020 este de 3.298 de lei, iar în iunie 2019, când era la putere PSD, în creștere economică, fără pandemie, fără criză economică, an în care practic a fost o conjunctură economică extrem de favorabilă, salariul mediu net în iunie 2019 era 3.142.”", DECLARAȚII Munca,Adevărat,0,"""The big lie about the net salary is that the net salary has decreased. Well, it depends on how you compare; if you compare apples to pears, you never make a comparison - one month of the year compared to December. (...) The calculation is made month by month; June 2020 compared to June 2019. If we make this comparison - and it is very important for people to know - in Romania the average net salary in June 2020 is 3,298 lei, and in June 2019, when he was in power PSD, in economic growth, without pandemic, without economic crisis, year in which it was practically an extremely favorable economic situation, the average net salary in June 2019 was 3,142. ”"
83, Lia Olguța Vasilescu,"„Azi, șeful PNL Dolj a spus o gogomănie: că orașul e administrat de 20 de ani de PSD. Când am devenit primar, în 2012, orașul era condus de Antonie Solomon care candidase în 2008 de la PDL, iar viceprimarii fuseseră amândoi de la PDL.”", DECLARAȚII Electoral,Trunchiat,2,"""Today, the head of PNL Dolj said a gossip: that the city has been managed by PSD for 20 years. When I became mayor in 2012, the city was led by Antonie Solomon, who had run for PDL in 2008, and the deputy mayors had both been from PDL. ”"
84, Ludovic Orban,"„Numărul de angajaţi cu contracte de muncă: pe data de 3 august - 5.589.437 de angajaţi. La 1 ianuarie, înainte de declanşarea economiei, numărul de angajaţi era de 5.582.008. Sunt date luate din Revisal, dacă Revisal minte. Sunt angajaţi mai mulţi, cu 7.340.”", DECLARAȚII Munca,Parțial Adevărat,1,"„Number of employees with employment contracts: on August 3 - 5,589,437 employees. On January 1, before the economy started, the number of employees was 5,582,008. Data taken from Revisal, if Revisal is lying. There are more employees, with 7,340. ”"
85, Nicușor Dan,„Sectorul 2 are cei mai puțini metri pătrați de spațiu verde pe cap de locuitor.”, DECLARAȚII Mediu,Adevărat,0,"""Sector 2 has the fewest square meters of green space per capita."""
86, Ludovic Orban,"„Încă din 2018, Curtea de Conturi v-a atras atenţia asupra faptului că nu aţi constituit stocurile strategice, deşi aţi avut excedent la buget pentru constituirea bugetului de măşti, echipamente, substanţe, dezinfectant.”", DECLARAȚII Sanatate,Adevărat,0,"""Since 2018, the Court of Accounts has drawn your attention to the fact that you did not build up the strategic stocks, although you had a budget surplus to build up the budget for masks, equipment, substances, disinfectant."""
87, Vergil Chițac,„În Constanța Planul Urbanistic General este expirat din anul 2009.”, DECLARAȚII Electoral,Adevărat,0,"""In Constanța, the General Urban Plan has expired since 2009."""
88, Florin Câțu,„Romania a avut a doua cea mai mare creștere economică pe primul trimestru din 2020 (n.r. din UE)”, DECLARAȚII Economie,Adevărat,0,"""Romania had the second highest economic growth in the first quarter of 2020 (n.r. in the EU)"""
89, Claudiu Nasui,"„Din fiecare sută de lei muncită, statul ia românilor aproape 50 de lei. Salariatul român obișnuit suportă o povară fiscală estimată de 46,32% din ce câștigă, conform unui studiu publicat recent.”", DECLARAȚII Munca,Adevărat,0,"""Out of every hundred lei worked, the state takes almost 50 lei from the Romanians. The average Romanian employee bears an estimated tax burden of 46.32% of what he earns, according to a recently published study. ”"
90, Ludovic Orban,"„Eu cred că trebuie fundamentate mai bine ştirile.(...)Este adevărat că a scăzut un pic mai mult numărul de contracte de muncă, dar numărul de contracte de muncă nu se referă la numărul de angajaţi(...)Eu vă dau date luate din REVISAL. La data de 20 iulie, raportat la 1 ianuarie 2020, numărul de angajaţi cu contracte de muncă a fost mai mic doar cu 648. Date oficiale din REVISAL.”", DECLARAȚII Munca,Trunchiat,2,"""I think the news needs to be better substantiated. (...) It is true that the number of employment contracts has decreased a little more, but the number of employment contracts does not refer to the number of employees (...) give data taken from REVISAL. On July 20, compared to January 1, 2020, the number of employees with employment contracts was lower by only 648. Official data from REVISAL. """
